# schema_version=growth_dislocation_universe.v2
# SPY holdings=As of 18-Aug-2026; source=https://www.ssga.com/library-content/products/fund-data/etfs/us/holdings-daily-us-en-spy.xlsx
# NDX retrieved_at=2026-08-20; source=https://www.nasdaq.com/products/global-indexes/nasdaq-100/companies
# IWM holdings=Aug 18, 2026; source=https://www.ishares.com/us/products/239710/ishares-russell-2000-etf/latest-holdings.csv
# classification=subindustry unavailable from official holdings; sector used as the explicit crowding fallback
# growth_theme=curated issuer-level optionality taxonomy; blank is not a negative sector judgment
symbol,provider_symbol,company,sector,subindustry,classification_level,sector_benchmark,memberships,growth_theme
BAND,BAND,BANDWIDTH CLASS A,Communication,Communication,sector,XLC,IWM
BANF,BANF,BANCFIRST CORP,Financials,Financials,sector,XLF,IWM
BANR,BANR,BANNER CORP,Financials,Financials,sector,XLF,IWM
BATRA,BATRA,ATLANTA BRAVES HOLDINGS SERIES A,Communication,Communication,sector,XLC,IWM
BATRK,BATRK,ATLANTA BRAVES HOLDINGS SERIES C,Communication,Communication,sector,XLC,IWM
BAX,BAX,BAXTER INTERNATIONAL INC,Health Care,Health Care,sector,XLV,SPY
BBAI,BBAI,BIGBEAR.AI HOLDINGS,Information Technology,Information Technology,sector,IWM,IWM
BBCP,BBCP,CONCRETE PUMPING HOLDINGS INC,Industrials,Industrials,sector,XLI,IWM
BBNX,BBNX,BETA BIONICS INC,Health Care,Health Care,sector,XLV,IWM
BBSI,BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Industrials,sector,XLI,IWM
BBT,BBT,BEACON FINANCIAL,Financials,Financials,sector,XLF,IWM
BBUC,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,Industrials,sector,XLI,IWM
BBW,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BBY,BBY,BEST BUY CO INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,SPY
BCAL,BCAL,CALIFORNIA BANCORP,Financials,Financials,sector,XLF,IWM
BCAX,BCAX,BICARA THERAPEUTICS INC,Health Care,Health Care,sector,XLV,IWM
BCBP,BCBP,BCB BANCORP INC,Financials,Financials,sector,XLF,IWM
BCC,BCC,BOISE CASCADE,Industrials,Industrials,sector,XLI,IWM
BCML,BCML,BAYCOM CORP,Financials,Financials,sector,XLF,IWM
BCO,BCO,BRINKS,Industrials,Industrials,sector,XLI,IWM
BCPC,BCPC,BALCHEM,Materials,Materials,sector,XLB,IWM
BCRX,BCRX,BIOCRYST PHARMACEUTICALS,Health Care,Health Care,sector,XLV,IWM
BDC,BDC,BELDEN,Information Technology,Information Technology,sector,IWM,IWM
BDN,BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,Real Estate,sector,XLRE,IWM
BDTX,BDTX,BLACK DIAMOND THERAPEUTICS INC,Health Care,Health Care,sector,XLV,IWM
BDX,BDX,BECTON DICKINSON AND CO,Health Care,Health Care,sector,XLV,SPY
BEAM,BEAM,BEAM THERAPEUTICS,Health Care,Health Care,sector,XLV,IWM
BELFA,BELFA,BEL FUSE CLASS A,Information Technology,Information Technology,sector,IWM,IWM
BELFB,BELFB,BEL FUSE CLASS B,Information Technology,Information Technology,sector,IWM,IWM
BEN,BEN,FRANKLIN TEMPLETON INC,Financials,Financials,sector,XLF,SPY
BETA,BETA,BETA TECHNOLOGIES CLASS A,Industrials,Industrials,sector,XLI,IWM
BETR,BETR,BETTER HOME FINANCE HOLDING CLASS,Financials,Financials,sector,XLF,IWM
BF.B,BF/B,BROWN FORMAN CORP CLASS B,Consumer Staples,Consumer Staples,sector,XLP,SPY
BFC,BFC,BANK FIRST CORP,Financials,Financials,sector,XLF,IWM
BFH,BFH,BREAD FINANCIAL HOLDINGS,Financials,Financials,sector,XLF,IWM
BFLY,BFLY,BUTTERFLY NETWORK CLASS A,Health Care,Health Care,sector,XLV,IWM
BFS,BFS,SAUL CENTERS REIT INC,Real Estate,Real Estate,sector,XLRE,IWM
BFST,BFST,BUSINESS FIRST BANCSHARES INC,Financials,Financials,sector,XLF,IWM
BG,BG,BUNGE GLOBAL SA,Consumer Staples,Consumer Staples,sector,XLP,SPY
BGC,BGC,BGC GROUP INC CLASS A,Financials,Financials,sector,XLF,IWM
BGS,BGS,B AND G FOODS INC,Consumer Staples,Consumer Staples,sector,XLP,IWM
BH,BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BHA,BHA,BIGLARI HOLDINGS INC CLASS A,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BHB,BHB,BAR HARBOR BANKSHARES,Financials,Financials,sector,XLF,IWM
BHE,BHE,BENCHMARK ELECTRONICS INC,Information Technology,Information Technology,sector,IWM,IWM
BHR,BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,Real Estate,sector,XLRE,IWM
BHRB,BHRB,BURKE HERBERT FINANCIAL SERVICES C,Financials,Financials,sector,XLF,IWM
BHVN,BHVN,BIOHAVEN,Health Care,Health Care,sector,XLV,IWM
BIIB,BIIB,BIOGEN INC,Health Care,Health Care,sector,XLV,SPY
BIOA,BIOA,BIOAGE LABS,Health Care,Health Care,sector,XLV,IWM
BIPC,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Utilities,sector,XLU,IWM
BJRI,BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BKD,BKD,BROOKDALE SENIOR LIVING INC,Health Care,Health Care,sector,XLV,IWM
BKE,BKE,BUCKLE,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BKH,BKH,BLACK HILLS CORP,Utilities,Utilities,sector,XLU,IWM
BKKT,BKKT,BAKKT INC CLASS A,Financials,Financials,sector,XLF,IWM
BKNG,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,NDX|SPY
BKR,BKR,BAKER HUGHES CO,Energy,Energy,sector,XLE,NDX|SPY
BKSY,BKSY,BLACKSKY TECHNOLOGY INC CLASS A,Industrials,Industrials,sector,XLI,IWM
BKTI,BKTI,BK TECHNOLOGIES CORP,Information Technology,Information Technology,sector,IWM,IWM
BKU,BKU,BANKUNITED,Financials,Financials,sector,XLF,IWM
BKV,BKV,BKV,Energy,Energy,sector,XLE,IWM
BL,BL,BLACKLINE INC,Information Technology,Information Technology,sector,IWM,IWM
BLBD,BLBD,BLUE BIRD,Industrials,Industrials,sector,XLI,IWM
BLDR,BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Industrials,sector,XLI,SPY
BLFS,BLFS,BIOLIFE SOLUTIONS,Health Care,Health Care,sector,XLV,IWM
BLK,BLK,BLACKROCK INC,Financials,Financials,sector,XLF,SPY
BLKB,BLKB,BLACKBAUD,Information Technology,Information Technology,sector,IWM,IWM
BLMN,BLMN,BLOOMIN BRANDS INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BLND,BLND,BLEND LABS CLASS A,Information Technology,Information Technology,sector,IWM,IWM
BLX,BLX,BLADEX INC CLASS E,Financials,Financials,sector,XLF,IWM
BLZE,BLZE,BACKBLAZE INC CLASS A,Information Technology,Information Technology,sector,IWM,IWM
BMBL,BMBL,BUMBLE CLASS A,Communication,Communication,sector,XLC,IWM
BMI,BMI,BADGER METER,Information Technology,Information Technology,sector,IWM,IWM
BMRC,BMRC,BANK OF MARIN BANCORP,Financials,Financials,sector,XLF,IWM
BMY,BMY,BRISTOL MYERS SQUIBB CO,Health Care,Health Care,sector,XLV,SPY
BNAI,BNAI,BRAND ENGAGEMENT NETWORK INC,Information Technology,Information Technology,sector,IWM,IWM
BNED,BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BNL,BNL,BROADSTONE NET LEASE,Real Estate,Real Estate,sector,XLRE,IWM
BNTC,BNTC,BENITEC BIOPHARMA INC,Health Care,Health Care,sector,XLV,IWM
BNY,BNY,BANK OF NEW YORK MELLON CORP,Financials,Financials,sector,XLF,SPY
BOBS,BOBS,BOBS DISCOUNT FURNITURE INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BOC,BOC,BOSTON OMAHA CORP CLASS A,Communication,Communication,sector,XLC,IWM
BOH,BOH,BANK OF HAWAII,Financials,Financials,sector,XLF,IWM
BOOT,BOOT,BOOT BARN HOLDINGS,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BORR,BORR,BORR DRILLING,Energy,Energy,sector,XLE,IWM
BOW,BOW,BOWHEAD SPECIALTY HOLDINGS,Financials,Financials,sector,XLF,IWM
BOX,BOX,BOX INC CLASS A,Information Technology,Information Technology,sector,IWM,IWM
BPRN,BPRN,PRINCETON BANCORP INC,Financials,Financials,sector,XLF,IWM
BR,BR,BROADRIDGE FINANCIAL SOLUTIO,Industrials,Industrials,sector,XLI,SPY
BRBR,BRBR,BELLRING BRANDS,Consumer Staples,Consumer Staples,sector,XLP,IWM
BRBS,BRBS,BLUE RIDGE BANKSHARES INC,Financials,Financials,sector,XLF,IWM
BRCB,BRCB,BLACK ROCK COFFEE BAR CLASS A,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BRCC,BRCC,BRC INC CLASS A,Consumer Staples,Consumer Staples,sector,XLP,IWM
BRK.B,BRK/B,BERKSHIRE HATHAWAY INC CL B,Financials,Financials,sector,XLF,SPY
BRO,BRO,BROWN + BROWN INC,Financials,Financials,sector,XLF,SPY
BRSL,BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
BRSP,BRSP,BRIGHTSPIRE CAPITAL CLASS A,Financials,Financials,sector,XLF,IWM
BRT,BRT,BRT APARTMENTS CORP,Real Estate,Real Estate,sector,XLRE,IWM
BRZE,BRZE,BRAZE INC CLASS A,Information Technology,Information Technology,sector,IWM,IWM
BSRR,BSRR,SIERRA BANCORP,Financials,Financials,sector,XLF,IWM
BSVN,BSVN,BANK7 CORP,Financials,Financials,sector,XLF,IWM
BSX,BSX,BOSTON SCIENTIFIC CORP,Health Care,Health Care,sector,XLV,SPY
BTBT,BTBT,BIT DIGITAL,Information Technology,Information Technology,sector,IWM,IWM
BTDR,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,Information Technology,sector,IWM,IWM
BTSG,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Health Care,sector,XLV,IWM
BTU,BTU,PEABODY ENERGY CORP,Energy,Energy,sector,XLE,IWM
BULL,BULL,WEBULL CORP CLASS A,Financials,Financials,sector,XLF,IWM
BUR,BUR,BURFORD CAPITAL LTD,Financials,Financials,sector,XLF,IWM
BUSE,BUSE,FIRST BUSEY,Financials,Financials,sector,XLF,IWM
BV,BV,BRIGHTVIEW HOLDINGS,Industrials,Industrials,sector,XLI,IWM
BVFL,BVFL,BV FINANCIAL INC,Financials,Financials,sector,XLF,IWM
BVS,BVS,BIOVENTUS CLASS A,Health Care,Health Care,sector,XLV,IWM
BW,BW,BABCOCK AND WILCOX ENTERPRISES,Industrials,Industrials,sector,XLI,IWM
BWB,BWB,BRIDGEWATER BANCSHARES INC,Financials,Financials,sector,XLF,IWM
BWFG,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,Financials,sector,XLF,IWM
BWIN,BWIN,BALDWIN INSURANCE GROUP CLASS A,Financials,Financials,sector,XLF,IWM
BWMN,BWMN,BOWMAN CONSULTING GROUP,Industrials,Industrials,sector,XLI,IWM
BX,BX,BLACKSTONE INC,Financials,Financials,sector,XLF,SPY
BXC,BXC,BLUELINX HOLDINGS,Industrials,Industrials,sector,XLI,IWM
BXMT,BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,Financials,sector,XLF,IWM
BXP,BXP,BXP INC,Real Estate,Real Estate,sector,XLRE,SPY
BY,BY,BYLINE BANCORP INC,Financials,Financials,sector,XLF,IWM
BZAI,BZAI,BLAIZE HOLDINGS INC,Information Technology,Information Technology,sector,IWM,IWM
BZH,BZH,BEAZER HOMES,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
C,C,CITIGROUP INC,Financials,Financials,sector,XLF,SPY
CABA,CABA,CABALETTA BIO,Health Care,Health Care,sector,XLV,IWM
CABO,CABO,CABLE ONE INC,Communication,Communication,sector,XLC,IWM
CAC,CAC,CAMDEN NATIONAL CORP,Financials,Financials,sector,XLF,IWM
CADL,CADL,CANDEL THERAPEUTICS INC,Health Care,Health Care,sector,XLV,IWM
CAH,CAH,CARDINAL HEALTH INC,Health Care,Health Care,sector,XLV,SPY
CAKE,CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CAL,CAL,CALERES INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CALM,CALM,CAL MAINE FOODS,Consumer Staples,Consumer Staples,sector,XLP,IWM
CALX,CALX,CALIX NETWORKS,Information Technology,Information Technology,sector,IWM,IWM
CALY,CALY,CALLAWAY GOLF COMPANY,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CAMP,CAMP,CAMP4 THERAPEUTICS CORP,Health Care,Health Care,sector,XLV,IWM
CAPR,CAPR,CAPRICOR THERAPEUTICS,Health Care,Health Care,sector,XLV,IWM
CARE,CARE,CARTER BANKSHARES INC,Financials,Financials,sector,XLF,IWM
CARG,CARG,CARGURUS CLASS A,Communication,Communication,sector,XLC,IWM
CARL,CARL,CARLSMED,Health Care,Health Care,sector,XLV,IWM
CARR,CARR,CARRIER GLOBAL CORP,Industrials,Industrials,sector,XLI,SPY
CARS,CARS,CARS.COM INC,Communication,Communication,sector,XLC,IWM
CASH,CASH,PATHWARD FINANCIAL INC,Financials,Financials,sector,XLF,IWM
CASS,CASS,CASS INFORMATION SYSTEMS INC,Financials,Financials,sector,XLF,IWM
CASY,CASY,CASEY S GENERAL STORES INC,Consumer Staples,Consumer Staples,sector,XLP,SPY
CAT,CAT,CATERPILLAR INC,Industrials,Industrials,sector,XLI,SPY
CATX,CATX,PERSPECTIVE THERAPEUTICS INC,Health Care,Health Care,sector,XLV,IWM
CATY,CATY,CATHAY GENERAL BANCORP,Financials,Financials,sector,XLF,IWM
CB,CB,CHUBB LTD,Financials,Financials,sector,XLF,SPY
CBAN,CBAN,COLONY BANKCORP INC,Financials,Financials,sector,XLF,IWM
CBFV,CBFV,CB FINANCIAL SERVICES INC,Financials,Financials,sector,XLF,IWM
CBIO,CBIO,CRESCENT BIOPHARMA,Health Care,Health Care,sector,XLV,IWM
CBK,CBK,COMMERCIAL BANCGROUP INC,Financials,Financials,sector,XLF,IWM
CBL,CBL,CBL ASSOCIATES PROPERTIES,Real Estate,Real Estate,sector,XLRE,IWM
CBLL,CBLL,CERIBELL,Health Care,Health Care,sector,XLV,IWM
CBNA,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,Financials,sector,XLF,IWM
CBNK,CBNK,CAPITAL BANCORP INC,Financials,Financials,sector,XLF,IWM
CBOE,CBOE,CBOE GLOBAL MARKETS INC,Financials,Financials,sector,XLF,SPY
CBRE,CBRE,CBRE GROUP INC   A,Real Estate,Real Estate,sector,XLRE,SPY
CBRL,CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CBT,CBT,CABOT CORP,Materials,Materials,sector,XLB,IWM
CBU,CBU,COMMUNITY FINANCIAL SYSTEM INC,Financials,Financials,sector,XLF,IWM
CBZ,CBZ,CBIZ,Industrials,Industrials,sector,XLI,IWM
CC,CC,CHEMOURS,Materials,Materials,sector,XLB,IWM
CCB,CCB,COASTAL FINANCIAL CORP,Financials,Financials,sector,XLF,IWM
CCBG,CCBG,CAPITAL CITY BANK INC,Financials,Financials,sector,XLF,IWM
CCCC,CCCC,C4 THERAPEUTICS,Health Care,Health Care,sector,XLV,IWM
CCEP,CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,Unknown,Unknown,fallback,QQQ,NDX
CCI,CCI,CROWN CASTLE INC,Real Estate,Real Estate,sector,XLRE,SPY
CCL,CCL,CARNIVAL CORP LTD,Consumer Discretionary,Consumer Discretionary,sector,XLY,SPY
CCNE,CCNE,CNB FINANCIAL CORP,Financials,Financials,sector,XLF,IWM
CCO,CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication,Communication,sector,XLC,IWM
CCOI,CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,Communication,sector,XLC,IWM
CCS,CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CCSI,CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,Information Technology,sector,IWM,IWM
CD,CD,CHAINCE DIGITAL HOLDINGS INC,Financials,Financials,sector,XLF,IWM
CDNA,CDNA,CAREDX,Health Care,Health Care,sector,XLV,IWM
CDNL,CDNL,CARDINAL INFRASTRUCTURE GROUP INC,Industrials,Industrials,sector,XLI,IWM
CDNS,CDNS,CADENCE DESIGN SYS INC,Technology,Technology,sector,XLK,NDX|SPY
CDP,CDP,COPT DEFENSE PROPERTIES,Real Estate,Real Estate,sector,XLRE,IWM
CDRE,CDRE,CADRE HOLDINGS INC,Industrials,Industrials,sector,XLI,IWM
CDW,CDW,CDW CORP/DE,Technology,Technology,sector,XLK,SPY
CDXS,CDXS,CODEXIS,Health Care,Health Care,sector,XLV,IWM
CDZI,CDZI,CADIZ INC,Utilities,Utilities,sector,XLU,IWM
CECO,CECO,CECO ENVIRONMENTAL,Industrials,Industrials,sector,XLI,IWM
CEG,CEG,CONSTELLATION ENERGY,Utilities,Utilities,sector,XLU,NDX|SPY
CELC,CELC,CELCUITY,Health Care,Health Care,sector,XLV,IWM
CENT,CENT,CENTRAL GARDEN AND PET,Consumer Staples,Consumer Staples,sector,XLP,IWM
CENTA,CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Consumer Staples,sector,XLP,IWM
CENX,CENX,CENTURY ALUMINUM,Materials,Materials,sector,XLB,IWM
CERS,CERS,CERUS CORP,Health Care,Health Care,sector,XLV,IWM
CERT,CERT,CERTARA,Health Care,Health Care,sector,XLV,IWM
CEVA,CEVA,CEVA INC,Information Technology,Information Technology,sector,IWM,IWM
CF,CF,CF INDUSTRIES HOLDINGS INC,Materials,Materials,sector,XLB,SPY
CFBK,CFBK,CF BANKSHARES INC,Financials,Financials,sector,XLF,IWM
CFFI,CFFI,C AND F FINANCIAL CORP,Financials,Financials,sector,XLF,IWM
CFFN,CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,Financials,sector,XLF,IWM
CFG,CFG,CITIZENS FINANCIAL GROUP,Financials,Financials,sector,XLF,SPY
CGEM,CGEM,CULLINAN THERAPEUTICS,Health Care,Health Care,sector,XLV,IWM
CGON,CGON,CG ONCOLOGY,Health Care,Health Care,sector,XLV,IWM
CHCI,CHCI,COMSTOCK HOLDING COMPANIES INC CLA,Real Estate,Real Estate,sector,XLRE,IWM
CHCO,CHCO,CITY HOLDING,Financials,Financials,sector,XLF,IWM
CHCT,CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,Real Estate,sector,XLRE,IWM
CHD,CHD,CHURCH + DWIGHT CO INC,Consumer Staples,Consumer Staples,sector,XLP,SPY
CHEF,CHEF,CHEFS WAREHOUSE INC,Consumer Staples,Consumer Staples,sector,XLP,IWM
CHMG,CHMG,CHEMUNG FINANCIAL CORP,Financials,Financials,sector,XLF,IWM
CHPT,CHPT,CHARGEPOINT HOLDINGS INC CLASS A,Industrials,Industrials,sector,XLI,IWM
CHRS,CHRS,COHERUS ONCOLOGY INC,Health Care,Health Care,sector,XLV,IWM
CHRW,CHRW,C.H. ROBINSON WORLDWIDE INC,Industrials,Industrials,sector,XLI,SPY
CHTR,CHTR,CHARTER COMMUNICATIONS INC A,Communication Services,Communication Services,sector,XLC,SPY
CI,CI,THE CIGNA GROUP,Health Care,Health Care,sector,XLV,SPY
CIA,CIA,CITIZENS INC CLASS A,Financials,Financials,sector,XLF,IWM
CIEN,CIEN,CIENA CORP,Technology,Technology,sector,XLK,SPY
CIFR,CIFR,CIPHER DIGITAL INC,Information Technology,Information Technology,sector,IWM,IWM
CIM,CIM,CHIMERA INVESTMENT,Financials,Financials,sector,XLF,IWM
CINF,CINF,CINCINNATI FINANCIAL CORP,Financials,Financials,sector,XLF,SPY
CIVB,CIVB,CIVISTA BANCSHARES INC,Financials,Financials,sector,XLF,IWM
CIX,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,Industrials,sector,XLI,IWM
CL,CL,COLGATE PALMOLIVE CO,Consumer Staples,Consumer Staples,sector,XLP,SPY
CLB,CLB,CORE LABORATORIES,Energy,Energy,sector,XLE,IWM
CLBK,CLBK,COLUMBIA FINANCIAL INC,Financials,Financials,sector,XLF,IWM
CLDT,CLDT,CHATHAM LODGING TRUST REIT,Real Estate,Real Estate,sector,XLRE,IWM
CLDX,CLDX,CELLDEX THERAPEUTICS,Health Care,Health Care,sector,XLV,IWM
CLFD,CLFD,CLEARFIELD INC,Information Technology,Information Technology,sector,IWM,IWM
CLMB,CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,Information Technology,sector,IWM,IWM
CLMT,CLMT,CALUMET,Energy,Energy,sector,XLE,IWM
CLNE,CLNE,CLEAN ENERGY FUELS,Energy,Energy,sector,XLE,IWM
CLOV,CLOV,CLOVER HEALTH INVESTMENTS CLASS A,Health Care,Health Care,sector,XLV,IWM
CLPT,CLPT,CLEARPOINT NEURO INC,Health Care,Health Care,sector,XLV,IWM
CLSK,CLSK,CLEANSPARK,Information Technology,Information Technology,sector,IWM,IWM
CLVT,CLVT,CLARIVATE PLC,Industrials,Industrials,sector,XLI,IWM
CLW,CLW,CLEARWATER PAPER CORP,Materials,Materials,sector,XLB,IWM
CLX,CLX,CLOROX COMPANY,Consumer Staples,Consumer Staples,sector,XLP,SPY
CLYM,CLYM,CLIMB BIO INC,Health Care,Health Care,sector,XLV,IWM
CMC,CMC,COMMERCIAL METALS,Materials,Materials,sector,XLB,IWM
CMCL,CMCL,CALEDONIA MINING PLC,Materials,Materials,sector,XLB,IWM
CMCO,CMCO,COLUMBUS MCKINNON CORP,Industrials,Industrials,sector,XLI,IWM
CMCSA,CMCSA,COMCAST CORP CLASS A,Communication Services,Communication Services,sector,XLC,NDX|SPY
CMDB,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,Industrials,sector,XLI,IWM
CME,CME,CME GROUP INC,Financials,Financials,sector,XLF,SPY
CMG,CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Consumer Discretionary,sector,XLY,SPY
CMI,CMI,CUMMINS INC,Industrials,Industrials,sector,XLI,SPY
CMP,CMP,COMPASS MINERALS INTERNATIONAL,Materials,Materials,sector,XLB,IWM
CMPR,CMPR,CIMPRESS PLC,Industrials,Industrials,sector,XLI,IWM
CMPX,CMPX,COMPASS THERAPEUTICS,Health Care,Health Care,sector,XLV,IWM
CMRC,CMRC,BIGCOMMERCE HOLDINGS SERIES,Information Technology,Information Technology,sector,IWM,IWM
CMRE,CMRE,COSTAMARE,Industrials,Industrials,sector,XLI,IWM
CMS,CMS,CMS ENERGY CORP,Utilities,Utilities,sector,XLU,SPY
CMT,CMT,CORE MOLDING TECHNOLOGIES INC,Materials,Materials,sector,XLB,IWM
CMTG,CMTG,CLAROS MORTGAGE TRUST INC,Financials,Financials,sector,XLF,IWM
CMTV,CMTV,COMMUNITY BANCORP VT,Financials,Financials,sector,XLF,IWM
CNC,CNC,CENTENE CORP,Health Care,Health Care,sector,XLV,SPY
CNDT,CNDT,CONDUENT,Industrials,Industrials,sector,XLI,IWM
CNK,CNK,CINEMARK HOLDINGS INC,Communication,Communication,sector,XLC,IWM
CNMD,CNMD,CONMED CORP,Health Care,Health Care,sector,XLV,IWM
CNNE,CNNE,CANNAE HOLDINGS INC,Financials,Financials,sector,XLF,IWM
CNO,CNO,CNO FINANCIAL GROUP,Financials,Financials,sector,XLF,IWM
CNOB,CNOB,CONNECTONE BANCORP,Financials,Financials,sector,XLF,IWM
CNP,CNP,CENTERPOINT ENERGY INC,Utilities,Utilities,sector,XLU,SPY
CNR,CNR,CORE NATURAL RESOURCES,Energy,Energy,sector,XLE,IWM
CNS,CNS,COHEN & STEERS INC,Financials,Financials,sector,XLF,IWM
CNTB,CNTB,CONNECT BIOPHARMA HOLDINGS LTD,Health Care,Health Care,sector,XLV,IWM
CNTN,CNTN,CANTON STRATEGIC HOLDINGS INC,Health Care,Health Care,sector,XLV,IWM
CNTX,CNTX,CONTEXT THERAPEUTICS INC,Health Care,Health Care,sector,XLV,IWM
CNX,CNX,CNX RESOURCES,Energy,Energy,sector,XLE,IWM
CNXC,CNXC,CONCENTRIX,Industrials,Industrials,sector,XLI,IWM
CNXN,CNXN,PC CONNECTION INC,Information Technology,Information Technology,sector,IWM,IWM
COCO,COCO,THE VITA COCO COMPANY,Consumer Staples,Consumer Staples,sector,XLP,IWM
CODI,CODI,COMPASS DIVERSIFIED,Financials,Financials,sector,XLF,IWM
COF,COF,CAPITAL ONE FINANCIAL CORP,Financials,Financials,sector,XLF,SPY
COFS,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,Financials,sector,XLF,IWM
COGT,COGT,COGENT BIOSCIENCES,Health Care,Health Care,sector,XLV,IWM
COHR,COHR,COHERENT CORP,Technology,Technology,sector,XLK,SPY
COHU,COHU,COHU,Information Technology,Information Technology,sector,IWM,IWM
COIN,COIN,COINBASE GLOBAL INC  CLASS A,Financials,Financials,sector,XLF,SPY
COLL,COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Health Care,sector,XLV,IWM
COMP,COMP,COMPASS INC CLASS A,Real Estate,Real Estate,sector,XLRE,IWM
CON,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,Health Care,sector,XLV,IWM
COO,COO,COOPER COS INC/THE,Health Care,Health Care,sector,XLV,SPY
COP,COP,CONOCOPHILLIPS,Energy,Energy,sector,XLE,SPY
COR,COR,CENCORA INC,Health Care,Health Care,sector,XLV,SPY
CORZ,CORZ,CORE SCIENTIFIC INC,Information Technology,Information Technology,sector,IWM,IWM
COSO,COSO,COASTALSOUTH BANCSHARES INC,Financials,Financials,sector,XLF,IWM
COST,COST,COSTCO WHOLESALE CORP,Consumer Staples,Consumer Staples,sector,XLP,NDX|SPY
COTY,COTY,COTY INC CLASS A,Consumer Staples,Consumer Staples,sector,XLP,IWM
COUR,COUR,COURSERA,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CPAY,CPAY,CORPAY INC,Financials,Financials,sector,XLF,SPY
CPF,CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,Financials,sector,XLF,IWM
CPK,CPK,CHESAPEAKE UTILITIES,Utilities,Utilities,sector,XLU,IWM
CPRI,CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CPRT,CPRT,COPART INC,Industrials,Industrials,sector,XLI,NDX|SPY
CPS,CPS,COOPER STANDARD HOLDINGS,Consumer Discretionary,Consumer Discretionary,sector,XLY,IWM
CPSS,CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials,Financials,sector,XLF,IWM
CPT,CPT,CAMDEN PROPERTY TRUST,Real Estate,Real Estate,sector,XLRE,SPY
CRAI,CRAI,CRA INTERNATIONAL INC,Industrials,Industrials,sector,XLI,IWM
CRBP,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,Health Care,sector,XLV,IWM
CRBU,CRBU,CARIBOU BIOSCIENCES,Health Care,Health Care,sector,XLV,IWM
CRC,CRC,CALIFORNIA RESOURCES,Energy,Energy,sector,XLE,IWM
